datetime,value
2025-06-01 00:00:00,2.6945555
2025-06-01 00:10:00,2.3694444
2025-06-01 00:20:00,2.426222
2025-06-01 00:30:00,2.1522222
2025-06-01 00:40:00,2.090111
2025-06-01 00:50:00,2.1248572
2025-06-01 01:00:00,2.014875
2025-06-01 01:10:00,2.1738572
2025-06-01 01:20:00,2.1817143
2025-06-01 01:30:00,2.127143
2025-06-01 01:40:00,2.0264287
2025-06-01 01:50:00,2.4881427
2025-06-01 02:00:00,2.4467144
2025-06-01 02:10:00,2.5582857
2025-06-01 02:20:00,2.3388572
2025-06-01 02:30:00,2.692875
2025-06-01 02:40:00,2.5472858
2025-06-01 02:50:00,2.4907143
2025-06-01 03:00:00,2.6091428
2025-06-01 03:10:00,2.78675
2025-06-01 03:20:00,3.192
2025-06-01 03:30:00,3.2435555
2025-06-01 03:40:00,3.0766666
2025-06-01 03:50:00,3.3363333
2025-06-01 04:00:00,3.4802
2025-06-01 04:10:00,3.5342221
2025-06-01 04:20:00,3.5116668
2025-06-01 04:30:00,4.215
2025-06-01 04:40:00,4.7307777
2025-06-01 04:50:00,5.107111
2025-06-01 05:00:00,5.1585555
2025-06-01 05:10:00,5.149778
2025-06-01 05:20:00,5.4874444
2025-06-01 05:30:00,7.3624
2025-06-01 05:40:00,8.0801115
2025-06-01 05:50:00,8.668555
2025-06-01 06:00:00,10.802286
2025-06-01 06:10:00,13.7213335
2025-06-01 06:20:00,14.189111
2025-06-01 06:30:00,14.6553
2025-06-01 06:40:00,15.321
2025-06-01 06:50:00,19.887777
2025-06-01 07:00:00,23.369
2025-06-01 07:10:00,27.569332
2025-06-01 07:20:00,30.940332
2025-06-01 07:30:00,27.354334
2025-06-01 07:40:00,28.490223
2025-06-01 07:50:00,35.24511
2025-06-01 08:00:00,43.275
2025-06-01 08:10:00,46.806442
2025-06-01 08:20:00,46.97
2025-06-01 08:30:00,46.491554
2025-06-01 08:40:00,47.5985
2025-06-01 08:50:00,48.5215
2025-06-01 09:00:00,50.960667
2025-06-01 09:10:00,54.04067
2025-06-01 09:20:00,58.467888
2025-06-01 09:30:00,64.62011
2025-06-01 09:40:00,69.29389
2025-06-01 09:50:00,74.27433
2025-06-01 10:00:00,75.687225
2025-06-01 10:10:00,79.662445
2025-06-01 10:20:00,80.981285
2025-06-01 10:30:00,80.04767
2025-06-01 10:40:00,80.18533
2025-06-01 10:50:00,82.34878
2025-06-01 11:00:00,85.082664
2025-06-01 11:10:00,89.6905
2025-06-01 11:20:00,92.631996
2025-06-01 11:30:00,92.33667
2025-06-01 11:40:00,92.279335
2025-06-01 11:50:00,92.00889
2025-06-01 12:00:00,94.09866
2025-06-01 12:10:00,92.63578
2025-06-01 12:20:00,89.75389
2025-06-01 12:30:00,92.22578
2025-06-01 12:40:00,92.05922
2025-06-01 12:50:00,91.52211
2025-06-01 13:00:00,91.621
2025-06-01 13:10:00,91.36266
2025-06-01 13:20:00,92.41411
2025-06-01 13:30:00,92.2534
2025-06-01 13:40:00,91.42656
2025-06-01 13:50:00,90.88145
2025-06-01 14:00:00,90.02589
2025-06-01 14:10:00,90.10589
2025-06-01 14:20:00,89.54222
2025-06-01 14:30:00,88.086334
2025-06-01 14:40:00,88.30178
2025-06-01 14:50:00,87.62967
2025-06-01 15:00:00,86.87444
2025-06-01 15:10:00,84.771286
2025-06-01 15:20:00,83.30328
2025-06-01 15:30:00,82.62086
2025-06-01 15:40:00,80.18386
2025-06-01 15:50:00,78.96112
2025-06-01 16:00:00,77.13143
2025-06-01 16:10:00,75.88471
2025-06-01 16:20:00,73.383286
2025-06-01 16:30:00,72.544624
2025-06-01 16:40:00,71.919426
2025-06-01 16:50:00,73.91743
2025-06-01 17:00:00,73.865425
2025-06-01 17:10:00,73.708145
2025-06-01 17:20:00,74.02286
2025-06-01 17:30:00,69.469574
2025-06-01 17:40:00,66.41
2025-06-01 17:50:00,65.958
2025-06-01 18:00:00,58.428
2025-06-01 18:10:00,53.25543
2025-06-01 18:20:00,48.390717
2025-06-01 18:30:00,34.016285
2025-06-01 18:40:00,40.84843
2025-06-01 18:50:00,40.249573
2025-06-01 19:00:00,39.85
2025-06-01 19:10:00,38.694668
2025-06-01 19:20:00,38.947
2025-06-01 19:30:00,41.592625
2025-06-01 19:40:00,40.56111
2025-06-01 19:50:00,39.55389
2025-06-01 20:00:00,39.31411
2025-06-01 20:10:00,39.55622
2025-06-01 20:20:00,40.559666
2025-06-01 20:30:00,40.189777
2025-06-01 20:40:00,40.309776
2025-06-01 20:50:00,40.895554
