datetime,value
2025-06-01 00:00:00,2.8145714
2025-06-01 00:10:00,2.5412858
2025-06-01 00:20:00,2.508143
2025-06-01 00:30:00,2.316
2025-06-01 00:40:00,2.1657143
2025-06-01 00:50:00,2.30225
2025-06-01 01:00:00,2.172143
2025-06-01 01:10:00,2.3407142
2025-06-01 01:20:00,2.3774285
2025-06-01 01:30:00,2.0635715
2025-06-01 01:40:00,2.1599998
2025-06-01 01:50:00,2.3212857
2025-06-01 02:00:00,2.243
2025-06-01 02:10:00,2.2201428
2025-06-01 02:20:00,2.1275
2025-06-01 02:30:00,2.201857
2025-06-01 02:40:00,2.3569999
2025-06-01 02:50:00,2.2688572
2025-06-01 03:00:00,2.3615713
2025-06-01 03:10:00,2.5762856
2025-06-01 03:20:00,2.9142857
2025-06-01 03:30:00,2.7657144
2025-06-01 03:40:00,2.709143
2025-06-01 03:50:00,3.272125
2025-06-01 04:00:00,3.379857
2025-06-01 04:10:00,3.3787143
2025-06-01 04:20:00,3.402625
2025-06-01 04:30:00,3.716
2025-06-01 04:40:00,4.464889
2025-06-01 04:50:00,4.642
2025-06-01 05:00:00,4.4934444
2025-06-01 05:10:00,4.9705
2025-06-01 05:20:00,6.0552225
2025-06-01 05:30:00,7.207111
2025-06-01 05:40:00,8.269222
2025-06-01 05:50:00,8.975889
2025-06-01 06:00:00,10.4123335
2025-06-01 06:10:00,13.0815
2025-06-01 06:20:00,13.762333
2025-06-01 06:30:00,14.084111
2025-06-01 06:40:00,15.268111
2025-06-01 06:50:00,16.39725
2025-06-01 07:00:00,20.764223
2025-06-01 07:10:00,24.714777
2025-06-01 07:20:00,28.467556
2025-06-01 07:30:00,23.660112
2025-06-01 07:40:00,25.56589
2025-06-01 07:50:00,32.676
2025-06-01 08:00:00,39.8301
2025-06-01 08:10:00,43.63989
2025-06-01 08:20:00,43.916626
2025-06-01 08:30:00,45.445858
2025-06-01 08:40:00,45.06743
2025-06-01 08:50:00,47.178875
2025-06-01 09:00:00,49.999714
2025-06-01 09:10:00,52.335285
2025-06-01 09:20:00,55.955143
2025-06-01 09:30:00,60.878284
2025-06-01 09:40:00,64.304
2025-06-01 09:50:00,67.43286
2025-06-01 10:00:00,71.43986
2025-06-01 10:10:00,74.46314
2025-06-01 10:20:00,76.688995
2025-06-01 10:30:00,72.92928
2025-06-01 10:40:00,75.99243
2025-06-01 10:50:00,78.85886
2025-06-01 11:00:00,79.40529
2025-06-01 11:10:00,87.16713
2025-06-01 11:20:00,90.021286
2025-06-01 11:30:00,89.49343
2025-06-01 11:40:00,88.47757
2025-06-01 11:50:00,88.308
2025-06-01 12:00:00,88.113716
2025-06-01 12:10:00,88.6875
2025-06-01 12:20:00,86.42257
2025-06-01 12:30:00,87.68429
2025-06-01 12:40:00,88.31975
2025-06-01 12:50:00,89.55357
2025-06-01 13:00:00,88.87443
2025-06-01 13:10:00,88.31686
2025-06-01 13:20:00,89.52943
2025-06-01 13:30:00,91.92129
2025-06-01 13:40:00,95.23343
2025-06-01 13:50:00,94.78857
2025-06-01 14:00:00,93.524284
2025-06-01 14:10:00,92.05743
2025-06-01 14:20:00,92.06186
2025-06-01 14:30:00,91.02071
2025-06-01 14:40:00,89.72614
2025-06-01 14:50:00,88.73271
2025-06-01 15:00:00,88.78425
2025-06-01 15:10:00,87.01685
2025-06-01 15:20:00,85.18714
2025-06-01 15:30:00,85.508995
2025-06-01 15:40:00,82.795425
2025-06-01 15:50:00,82.286
2025-06-01 16:00:00,79.316
2025-06-01 16:10:00,78.34314
2025-06-01 16:20:00,77.15729
2025-06-01 16:30:00,74.00286
2025-06-01 16:40:00,77.32714
2025-06-01 16:50:00,77.707855
2025-06-01 17:00:00,78.144
2025-06-01 17:10:00,75.40043
2025-06-01 17:20:00,75.275375
2025-06-01 17:30:00,72.518425
2025-06-01 17:40:00,69.63972
2025-06-01 17:50:00,64.77657
2025-06-01 18:00:00,59.197876
2025-06-01 18:10:00,48.225143
2025-06-01 18:20:00,47.369858
2025-06-01 18:30:00,34.159714
2025-06-01 18:40:00,42.614857
2025-06-01 18:50:00,40.7413
2025-06-01 19:00:00,40.328777
2025-06-01 19:10:00,40.152
2025-06-01 19:20:00,41.706554
2025-06-01 19:30:00,41.17378
2025-06-01 19:40:00,39.952667
2025-06-01 19:50:00,38.65789
2025-06-01 20:00:00,40.235443
2025-06-01 20:10:00,40.774445
2025-06-01 20:20:00,41.066223
2025-06-01 20:30:00,40.55589
2025-06-01 20:40:00,40.66789
2025-06-01 20:50:00,41.50789
2025-06-01 21:00:00,38.513668
2025-06-01 21:10:00,36.959778
2025-06-01 21:20:00,36.066223
2025-06-01 21:30:00,34.901333
2025-06-01 21:40:00,34.392
2025-06-01 21:50:00,34.556778
2025-06-01 22:00:00,34.835445
2025-06-01 22:10:00,33.837223
2025-06-01 22:20:00,31.998222
2025-06-01 22:30:00,27.685
2025-06-01 22:40:00,25.310333
2025-06-01 22:50:00,27.520222
2025-06-01 23:00:00,29.686556
2025-06-01 23:10:00,28.9686
2025-06-01 23:20:00,31.603
2025-06-01 23:30:00,29.170334
2025-06-01 23:40:00,24.384222
2025-06-01 23:50:00,22.567888
2025-06-02 00:00:00,23.813667
2025-06-02 00:10:00,26.815445
2025-06-02 00:20:00,29.756222
2025-06-02 00:30:00,30.583666
2025-06-02 00:40:00,28.637667
2025-06-02 00:50:00,28.916334
2025-06-02 01:00:00,28.049889
2025-06-02 01:10:00,27.846445
2025-06-02 01:20:00,28.309889
2025-06-02 01:30:00,28.118334
2025-06-02 01:40:00,28.792223
2025-06-02 01:50:00,29.302778
2025-06-02 02:00:00,28.887445
