datetime,value
2025-06-01 00:00:00,3.134125
2025-06-01 00:10:00,2.5987144
2025-06-01 00:20:00,2.5268571
2025-06-01 00:30:00,2.558143
2025-06-01 00:40:00,2.5062857
2025-06-01 00:50:00,2.5674286
2025-06-01 01:00:00,2.542
2025-06-01 01:10:00,2.6791668
2025-06-01 01:20:00,2.6721427
2025-06-01 01:30:00,2.5349998
2025-06-01 01:40:00,2.5717778
2025-06-01 01:50:00,2.4982224
2025-06-01 02:00:00,2.5546668
2025-06-01 02:10:00,2.5293334
2025-06-01 02:20:00,2.559111
2025-06-01 02:30:00,2.6426666
2025-06-01 02:40:00,2.5174444
2025-06-01 02:50:00,2.6415555
2025-06-01 03:00:00,2.5937777
2025-06-01 03:10:00,2.7704
2025-06-01 03:20:00,3.264
2025-06-01 03:30:00,3.3277142
2025-06-01 03:40:00,3.242143
2025-06-01 03:50:00,3.4877143
2025-06-01 04:00:00,3.6092856
2025-06-01 04:10:00,3.5368571
2025-06-01 04:20:00,3.7804286
2025-06-01 04:30:00,4.5444283
2025-06-01 04:40:00,5.7252502
2025-06-01 04:50:00,5.6610003
2025-06-01 05:00:00,5.9462223
2025-06-01 05:10:00,5.502111
2025-06-01 05:20:00,7.2837777
2025-06-01 05:30:00,7.8787
2025-06-01 05:40:00,9.424666
2025-06-01 05:50:00,10.415444
2025-06-01 06:00:00,11.473222
2025-06-01 06:10:00,14.120334
2025-06-01 06:20:00,15.7498
2025-06-01 06:30:00,16.11511
2025-06-01 06:40:00,18.141111
2025-06-01 06:50:00,21.356556
2025-06-01 07:00:00,25.692333
2025-06-01 07:10:00,31.0476
2025-06-01 07:20:00,35.448223
2025-06-01 07:30:00,33.518776
2025-06-01 07:40:00,31.606445
2025-06-01 07:50:00,39.14611
2025-06-01 08:00:00,43.2817
2025-06-01 08:10:00,46.17311
2025-06-01 08:20:00,49.716
2025-06-01 08:30:00,52.258
2025-06-01 08:40:00,51.590332
2025-06-01 08:50:00,53.6761
2025-06-01 09:00:00,55.685
2025-06-01 09:10:00,56.559666
2025-06-01 09:20:00,62.816776
2025-06-01 09:30:00,68.276
2025-06-01 09:40:00,72.6054
2025-06-01 09:50:00,78.170555
2025-06-01 10:00:00,81.14525
2025-06-01 10:10:00,83.09944
2025-06-01 10:20:00,84.309555
2025-06-01 10:30:00,83.2758
2025-06-01 10:40:00,84.39922
2025-06-01 10:50:00,85.54822
2025-06-01 11:00:00,85.91489
2025-06-01 11:10:00,88.78889
2025-06-01 11:20:00,91.40028
2025-06-01 11:30:00,93.186
2025-06-01 11:40:00,92.303856
2025-06-01 11:50:00,91.48178
2025-06-01 12:00:00,91.77811
2025-06-01 12:10:00,91.908
2025-06-01 12:20:00,91.210106
2025-06-01 12:30:00,91.404335
2025-06-01 12:40:00,92.21189
2025-06-01 12:50:00,92.66489
2025-06-01 13:00:00,93.01467
2025-06-01 13:10:00,92.81471
2025-06-01 13:20:00,94.42214
2025-06-01 13:30:00,94.327286
2025-06-01 13:40:00,93.87086
2025-06-01 13:50:00,93.76925
2025-06-01 14:00:00,93.176285
2025-06-01 14:10:00,92.03286
2025-06-01 14:20:00,92.12071
2025-06-01 14:30:00,91.1715
2025-06-01 14:40:00,90.29457
2025-06-01 14:50:00,89.64586
2025-06-01 15:00:00,88.98443
2025-06-01 15:10:00,88.58443
2025-06-01 15:20:00,86.62075
2025-06-01 15:30:00,85.66772
2025-06-01 15:40:00,83.86614
2025-06-01 15:50:00,81.262856
2025-06-01 16:00:00,79.95711
2025-06-01 16:10:00,77.34722
2025-06-01 16:20:00,75.15967
2025-06-01 16:30:00,73.999664
2025-06-01 16:40:00,73.68622
2025-06-01 16:50:00,75.98333
2025-06-01 17:00:00,74.45689
2025-06-01 17:10:00,72.703445
2025-06-01 17:20:00,70.68056
2025-06-01 17:30:00,67.90611
2025-06-01 17:40:00,65.4638
2025-06-01 17:50:00,62.466446
2025-06-01 18:00:00,59.231445
2025-06-01 18:10:00,53.525776
2025-06-01 18:20:00,51.029556
2025-06-01 18:30:00,38.5036
2025-06-01 18:40:00,40.548
2025-06-01 18:50:00,39.913666
2025-06-01 19:00:00,40.1795
2025-06-01 19:10:00,39.903427
2025-06-01 19:20:00,40.0635
2025-06-01 19:30:00,38.181286
2025-06-01 19:40:00,39.269142
2025-06-01 19:50:00,39.47571
2025-06-01 20:00:00,38.725166
2025-06-01 20:10:00,40.20425
2025-06-01 20:20:00,42.029285
2025-06-01 20:30:00,40.022285
2025-06-01 20:40:00,41.126286
2025-06-01 20:50:00,40.33978
2025-06-01 21:00:00,37.525
2025-06-01 21:10:00,37.34686
2025-06-01 21:20:00,35.805428
2025-06-01 21:30:00,35.931286
2025-06-01 21:40:00,34.938572
2025-06-01 21:50:00,34.997284
2025-06-01 22:00:00,36.268
2025-06-01 22:10:00,33.938713
2025-06-01 22:20:00,33.16489
2025-06-01 22:30:00,29.921555
2025-06-01 22:40:00,26.761555
2025-06-01 22:50:00,28.13589
2025-06-01 23:00:00,31.056
2025-06-01 23:10:00,30.277666
2025-06-01 23:20:00,32.252
2025-06-01 23:30:00,32.13989
2025-06-01 23:40:00,26.865
2025-06-01 23:50:00,24.279112
2025-06-02 00:00:00,25.641666
2025-06-02 00:10:00,27.752625
2025-06-02 00:20:00,31.060555
2025-06-02 00:30:00,30.664429
2025-06-02 00:40:00,29.865858
2025-06-02 00:50:00,30.153572
2025-06-02 01:00:00,30.43075
2025-06-02 01:10:00,29.862715
2025-06-02 01:20:00,29.773
2025-06-02 01:30:00,29.623714
2025-06-02 01:40:00,30.249714
2025-06-02 01:50:00,29.257143
2025-06-02 02:00:00,28.554857
2025-06-02 02:10:00,28.544287
2025-06-02 02:20:00,28.479286
2025-06-02 02:30:00,27.688126
2025-06-02 02:40:00,27.099714
2025-06-02 02:50:00,25.230286
2025-06-02 03:00:00,26.269285
2025-06-02 03:10:00,27.37575
2025-06-02 03:20:00,27.650572
2025-06-02 03:30:00,28.394
2025-06-02 03:40:00,27.017572
2025-06-02 03:50:00,27.128428
2025-06-02 04:00:00,27.730858
2025-06-02 04:10:00,27.99943
2025-06-02 04:20:00,28.281572
2025-06-02 04:30:00,28.433428
2025-06-02 04:40:00,29.105625
2025-06-02 04:50:00,29.575714
2025-06-02 05:00:00,29.684858
2025-06-02 05:10:00,29.593287
2025-06-02 05:20:00,30.153625
2025-06-02 05:30:00,29.233715
2025-06-02 05:40:00,29.903143
2025-06-02 05:50:00,29.403429
2025-06-02 06:00:00,28.301857
2025-06-02 06:10:00,27.939
2025-06-02 06:20:00,26.645857
2025-06-02 06:30:00,26.617428
2025-06-02 06:40:00,26.079714
2025-06-02 06:50:00,26.43075
2025-06-02 07:00:00,25.523144
2025-06-02 07:10:00,24.869572
2025-06-02 07:20:00,22.575285
2025-06-02 07:30:00,21.24657
2025-06-02 07:40:00,20.755285
2025-06-02 07:50:00,19.82657
2025-06-02 08:00:00,19.589714
2025-06-02 08:10:00,18.668
2025-06-02 08:20:00,18.1265
2025-06-02 08:30:00,16.987429
2025-06-02 08:40:00,16.63943
2025-06-02 08:50:00,16.321001
2025-06-02 09:00:00,15.013286
2025-06-02 09:10:00,13.979428
2025-06-02 09:20:00,11.5742855
2025-06-02 09:30:00,10.5130005
2025-06-02 09:40:00,9.560167
2025-06-02 09:50:00,9.742125
2025-06-02 10:00:00,9.6025715
2025-06-02 10:10:00,9.769167
2025-06-02 10:20:00,9.909572
2025-06-02 10:30:00,9.787429
2025-06-02 10:40:00,9.943143
2025-06-02 10:50:00,9.3597145
2025-06-02 11:00:00,8.7511425
2025-06-02 11:10:00,8.935286
2025-06-02 11:20:00,8.392142
2025-06-02 11:30:00,8.514571
2025-06-02 11:40:00,8.295286
2025-06-02 11:50:00,7.793143
2025-06-02 12:00:00,8.192375
2025-06-02 12:10:00,8.011
2025-06-02 12:20:00,7.912857
2025-06-02 12:30:00,7.5064287
2025-06-02 12:40:00,7.0451427
2025-06-02 12:50:00,7.302
2025-06-02 13:00:00,7.5272856
2025-06-02 13:10:00,7.9234285
2025-06-02 13:20:00,7.870143
2025-06-02 13:30:00,8.2095
2025-06-02 13:40:00,9.210571
2025-06-02 13:50:00,12.404285
2025-06-02 14:00:00,7.294
2025-06-02 14:10:00,7.2181664
2025-06-02 14:20:00,7.4284286
2025-06-02 14:30:00,9.047285
2025-06-02 14:40:00,10.943571
2025-06-02 14:50:00,10.0475
2025-06-02 15:00:00,10.55525
2025-06-02 15:10:00,16.791286
2025-06-02 15:20:00,12.516143
2025-06-02 15:30:00,28.350286
2025-06-02 15:40:00,11.604
2025-06-02 15:50:00,11.418
2025-06-02 16:00:00,11.717286
2025-06-02 16:10:00,12.454888
2025-06-02 16:20:00,13.020889
2025-06-02 16:30:00,14.039888
2025-06-02 16:40:00,15.8220005
2025-06-02 16:50:00,14.1380005
2025-06-02 17:00:00,14.418445
2025-06-02 17:10:00,19.680779
2025-06-02 17:20:00,26.0538
2025-06-02 17:30:00,13.186222
2025-06-02 17:40:00,12.686
2025-06-02 17:50:00,12.422889
2025-06-02 18:00:00,12.1721115
2025-06-02 18:10:00,11.190599
2025-06-02 18:20:00,11.123667
2025-06-02 18:30:00,11.890333
2025-06-02 18:40:00,12.514444
2025-06-02 18:50:00,14.837999
2025-06-02 19:00:00,10.475572
2025-06-02 19:10:00,10.002143
2025-06-02 19:20:00,10.44575
2025-06-02 19:30:00,10.447111
2025-06-02 19:40:00,10.226143
2025-06-02 19:50:00,9.883572
2025-06-02 20:00:00,9.911428
2025-06-02 20:10:00,9.902286
2025-06-02 20:20:00,9.811
2025-06-02 20:30:00,10.664429
2025-06-02 20:40:00,9.515572
2025-06-02 20:50:00,9.375334
2025-06-02 21:00:00,9.23025
2025-06-02 21:10:00,8.97
2025-06-02 21:20:00,8.8974285
2025-06-02 21:30:00,9.507714
2025-06-02 21:40:00,9.292571
2025-06-02 21:50:00,9.901
2025-06-02 22:00:00,9.6167145
2025-06-02 22:10:00,9.910625
2025-06-02 22:20:00,9.600714
2025-06-02 22:30:00,9.5975
2025-06-02 22:40:00,9.60875
2025-06-02 22:50:00,9.425
2025-06-02 23:00:00,9.092857
2025-06-02 23:10:00,9.271428
2025-06-02 23:20:00,9.635715
2025-06-02 23:30:00,9.512857
2025-06-02 23:40:00,9.337334
2025-06-02 23:50:00,8.744375
2025-06-03 00:00:00,8.062142
2025-06-03 00:10:00,7.699857
2025-06-03 00:20:00,7.624375
2025-06-03 00:30:00,7.766
2025-06-03 00:40:00,7.5274286
2025-06-03 00:50:00,7.5228333
2025-06-03 01:00:00,8.0545
2025-06-03 01:10:00,6.9007144
2025-06-03 01:20:00,6.8104286
2025-06-03 01:30:00,6.4532857
2025-06-03 01:40:00,6.097
2025-06-03 01:50:00,6.743
2025-06-03 02:00:00,8.045571
2025-06-03 02:10:00,7.67425
2025-06-03 02:20:00,7.173
2025-06-03 02:30:00,7.1411667
2025-06-03 02:40:00,7.266375
2025-06-03 02:50:00,7.274
2025-06-03 03:00:00,7.503714
2025-06-03 03:10:00,7.3704286
2025-06-03 03:20:00,7.171
2025-06-03 03:30:00,7.175857
2025-06-03 03:40:00,7.3844285
2025-06-03 03:50:00,7.26875
2025-06-03 04:00:00,7.269
2025-06-03 04:10:00,7.0607142
2025-06-03 04:20:00,7.72525
2025-06-03 04:30:00,8.114857
2025-06-03 04:40:00,8.106571
